Latitude,Longitude
55.6350646,-4.350912023611111
55.6350646,-4.293719872222223
55.6350646,-4.278800180555556
55.6350646,-4.189282030555556
55.63644944210526,-4.288746641666667
55.63644944210526,-4.266367104166667
55.63644944210526,-4.1942552611111115
55.63783428421053,-4.316099409722223
55.63921912631579,-4.348425408333333
55.63921912631579,-4.286260026388889
55.63921912631579,-4.271340334722223
55.63921912631579,-4.219121413888889
55.63921912631579,-4.2066883375
55.640603968421054,-4.358371869444444
55.640603968421054,-4.3136127944444445
55.640603968421054,-4.2315544902777775
55.640603968421054,-4.2066883375
55.641988810526314,-4.353398638888889
55.641988810526314,-4.2986931027777775
55.64337365263158,-4.2539340277777775
55.64337365263158,-4.243987566666667
55.64475849473684,-4.3633451
55.64475849473684,-4.311126179166667
55.64475849473684,-4.301179718055556
55.64475849473684,-4.234041105555556
55.64475849473684,-4.196741876388889
55.64752817894737,-4.338478947222223
55.64752817894737,-4.316099409722223
55.64752817894737,-4.303666333333333
55.64752817894737,-4.286260026388889
55.64752817894737,-4.2514474125
55.64752817894737,-4.2091749527777775
55.64891302105263,-4.256420643055556
55.64891302105263,-4.2166347986111115
55.650297863157896,-4.3434521777777775
55.650297863157896,-4.1843088
55.651682705263156,-4.331019101388889
55.651682705263156,-4.318586025
55.651682705263156,-4.2962064875
55.651682705263156,-4.266367104166667
55.651682705263156,-4.2166347986111115
55.65306754736842,-4.3633451
55.65306754736842,-4.236527720833333
55.65306754736842,-4.2091749527777775
55.65445238947368,-4.355885254166667
55.65445238947368,-4.348425408333333
55.65445238947368,-4.199228491666667
55.65445238947368,-4.1867954152777775
55.65583723157895,-4.326045870833333
55.65583723157895,-4.261393873611111
55.65722207368421,-4.27382695
55.65722207368421,-4.221608029166667
55.65860691578947,-4.271340334722223
55.65860691578947,-4.2464741819444445
55.65860691578947,-4.1867954152777775
55.65999175789474,-4.360858484722223
55.65999175789474,-4.2166347986111115
55.6613766,-4.331019101388889
55.6613766,-4.306152948611111
55.6613766,-4.303666333333333
55.6613766,-4.2390143361111114
55.6613766,-4.2315544902777775
55.6613766,-4.199228491666667
55.6613766,-4.1867954152777775
55.662761442105264,-4.333505716666667
55.662761442105264,-4.3136127944444445
55.662761442105264,-4.2066883375
55.664146284210524,-4.3210726402777775
55.664146284210524,-4.2390143361111114
55.664146284210524,-4.196741876388889
55.664146284210524,-4.1942552611111115
55.66691596842105,-4.2986931027777775
55.66691596842105,-4.27382695
55.66691596842105,-4.236527720833333
55.66830081052632,-4.353398638888889
55.66830081052632,-4.350912023611111
55.66830081052632,-4.278800180555556
55.66830081052632,-4.27382695
55.66830081052632,-4.243987566666667
55.66830081052632,-4.1942552611111115
55.66968565263158,-4.306152948611111
55.66968565263158,-4.2986931027777775
55.66968565263158,-4.281286795833333
55.66968565263158,-4.2464741819444445
55.66968565263158,-4.214148183333333
55.66968565263158,-4.2066883375
55.67107049473684,-4.358371869444444
55.67107049473684,-4.308639563888889
55.67107049473684,-4.306152948611111
55.67107049473684,-4.261393873611111
55.67107049473684,-4.191768645833333
55.672455336842106,-4.323559255555556
55.672455336842106,-4.241500951388889
55.672455336842106,-4.234041105555556
55.672455336842106,-4.204201722222223
55.673840178947366,-4.360858484722223
55.673840178947366,-4.338478947222223
55.673840178947366,-4.286260026388889
55.673840178947366,-4.234041105555556
55.67522502105263,-4.355885254166667
55.67522502105263,-4.326045870833333
55.67522502105263,-4.266367104166667
55.67522502105263,-4.261393873611111
55.67522502105263,-4.204201722222223
55.67660986315789,-4.3359923319444444
55.67660986315789,-4.2688537194444445
55.67660986315789,-4.2464741819444445
55.67660986315789,-4.219121413888889
55.67799470526316,-4.3633451
55.67799470526316,-4.3136127944444445
55.67799470526316,-4.278800180555556
55.67799470526316,-4.234041105555556
55.67937954736842,-4.3633451
55.67937954736842,-4.323559255555556
55.67937954736842,-4.301179718055556
55.67937954736842,-4.241500951388889
55.67937954736842,-4.2066883375
55.67937954736842,-4.1843088
55.68076438947368,-4.326045870833333
55.68076438947368,-4.2962064875
55.68076438947368,-4.196741876388889
55.68214923157895,-4.3633451
55.68214923157895,-4.358371869444444
55.68214923157895,-4.328532486111111
55.68214923157895,-4.308639563888889
55.68214923157895,-4.2986931027777775
55.68214923157895,-4.2962064875
55.68214923157895,-4.226581259722223
55.68353407368421,-4.308639563888889
55.68353407368421,-4.2514474125
55.68353407368421,-4.2091749527777775
55.684918915789474,-4.3409655625
55.684918915789474,-4.326045870833333
55.684918915789474,-4.311126179166667
55.686303757894734,-4.281286795833333
55.686303757894734,-4.256420643055556
55.686303757894734,-4.241500951388889
55.6876886,-4.316099409722223
55.6876886,-4.293719872222223
55.6876886,-4.241500951388889
55.6876886,-4.219121413888889
55.6876886,-4.199228491666667
55.68907344210526,-4.191768645833333
55.69045828421053,-4.311126179166667
55.69045828421053,-4.2763135652777775
55.69045828421053,-4.241500951388889
55.69045828421053,-4.196741876388889
55.69045828421053,-4.191768645833333
55.69184312631579,-4.316099409722223
55.69322796842105,-4.2166347986111115
55.69322796842105,-4.189282030555556
55.694612810526316,-4.286260026388889
55.694612810526316,-4.2017151069444445
55.694612810526316,-4.191768645833333
55.695997652631576,-4.348425408333333
55.695997652631576,-4.2240946444444445
55.69738249473684,-4.355885254166667
55.69738249473684,-4.3210726402777775
55.69738249473684,-4.2912332569444445
55.69738249473684,-4.286260026388889
55.69738249473684,-4.283773411111111
55.69738249473684,-4.2315544902777775
55.69738249473684,-4.214148183333333
55.69738249473684,-4.204201722222223
55.6987673368421,-4.358371869444444
55.6987673368421,-4.306152948611111
55.6987673368421,-4.236527720833333
55.6987673368421,-4.214148183333333
55.70015217894737,-4.3633451
55.70015217894737,-4.358371869444444
55.70015217894737,-4.316099409722223
55.70015217894737,-4.283773411111111
55.70153702105263,-4.345938793055556
55.70153702105263,-4.2962064875
55.70153702105263,-4.229067875
55.70153702105263,-4.204201722222223
55.70153702105263,-4.189282030555556
55.70292186315789,-4.318586025
55.70292186315789,-4.286260026388889
55.70292186315789,-4.221608029166667
55.70292186315789,-4.1843088
55.70430670526316,-4.3359923319444444
55.70430670526316,-4.281286795833333
55.70430670526316,-4.263880488888889
55.70569154736842,-4.358371869444444
55.70569154736842,-4.306152948611111
55.70569154736842,-4.288746641666667
55.70569154736842,-4.2763135652777775
55.70569154736842,-4.243987566666667
55.70569154736842,-4.2066883375
55.707076389473684,-4.3633451
55.707076389473684,-4.3136127944444445
55.707076389473684,-4.281286795833333
55.707076389473684,-4.27382695
55.707076389473684,-4.2166347986111115
55.708461231578944,-4.353398638888889
55.708461231578944,-4.3434521777777775
55.708461231578944,-4.2514474125
55.708461231578944,-4.2091749527777775
55.70984607368421,-4.3434521777777775
55.70984607368421,-4.191768645833333
55.71123091578947,-4.3633451
55.71123091578947,-4.308639563888889
55.71123091578947,-4.286260026388889
55.71261575789474,-4.358371869444444
55.71261575789474,-4.350912023611111
55.71261575789474,-4.2986931027777775
55.71261575789474,-4.278800180555556
55.71261575789474,-4.27382695
55.71261575789474,-4.234041105555556
55.71261575789474,-4.204201722222223
55.71261575789474,-4.196741876388889
55.7140006,-4.318586025
55.7140006,-4.2688537194444445
55.7140006,-4.189282030555556
